"","X","date","price","bathrooms","sqft_living","view","grade","yr_built","yr_renovated","sqft_living15","sqft_lot15","year_sold","month_sold"
"3021",3020,2014-09-29,2525000,5.5,6930,0,11,1950,1991,2560,37766,"2014","09"
"3022",3021,2015-04-01,502000,2.75,2010,0,8,1979,0,2200,10640,"2015","04"
"3023",3022,2015-02-24,279000,2.75,1770,0,8,2003,0,1600,17400,"2015","02"
"3024",3023,2014-11-17,409500,1,1340,0,7,1921,0,1270,4635,"2014","11"
"3025",3024,2014-07-02,453000,2,1660,0,7,1983,0,1660,7320,"2014","07"
"3026",3025,2015-02-27,367000,1,1820,0,6,1947,0,1140,5500,"2015","02"
"3027",3026,2014-05-23,550000,2.5,2510,0,9,1992,0,1840,5400,"2014","05"
"3028",3027,2015-01-27,273500,1.5,1560,0,7,1962,0,1820,8925,"2015","01"
"3029",3028,2014-10-07,505000,3,2280,0,7,1978,0,1540,7500,"2014","10"
"3030",3029,2014-06-19,770000,2.5,2650,0,9,1994,0,2550,42625,"2014","06"
"3031",3030,2014-05-09,565000,2.25,2470,0,8,1984,0,2270,7400,"2014","05"
"3032",3031,2014-08-20,316000,0.75,1270,0,7,1971,0,1300,10375,"2014","08"
"3033",3032,2014-09-25,160000,1,1520,0,7,1960,0,1520,7298,"2014","09"
"3034",3033,2014-10-27,170000,1,1310,0,7,1956,0,1330,9529,"2014","10"
"3035",3034,2015-03-19,235000,1,1310,0,7,1956,0,1330,9529,"2015","03"
"3036",3035,2014-12-19,1799000,3.5,3930,0,12,1999,0,4250,38682,"2014","12"
"3037",3036,2014-09-18,310000,1,990,0,7,1967,0,1200,8125,"2014","09"
"3038",3037,2014-05-19,285000,1.75,2080,0,7,1955,0,1780,14659,"2014","05"
"3039",3038,2014-06-04,280000,1,960,0,6,1942,0,1010,5040,"2014","06"
"3040",3039,2015-02-18,2298000,4.25,4070,3,10,2004,0,3430,9240,"2015","02"
"3041",3040,2014-08-14,763776,2.5,2750,0,9,1989,0,2810,13093,"2014","08"
"3042",3041,2015-02-17,530000,2.75,3230,2,8,1965,0,2910,15292,"2015","02"
"3043",3042,2015-02-11,362000,1,890,0,7,1996,0,1670,217364,"2015","02"
"3044",3043,2014-07-25,430000,1,990,0,6,1931,0,990,4960,"2014","07"
"3045",3044,2014-07-25,456500,1,1290,0,7,1919,0,1290,4850,"2014","07"
"3046",3045,2014-09-11,445000,2.5,2170,0,7,1989,0,1430,7528,"2014","09"
"3047",3046,2015-03-10,386900,1,1330,0,7,1963,0,1460,11550,"2015","03"
"3048",3047,2014-07-08,479000,1,1340,0,7,1955,0,1430,11400,"2014","07"
"3049",3048,2015-03-13,525000,2.5,2200,0,8,2000,0,2400,5431,"2015","03"
"3050",3049,2015-01-06,272000,1.75,2520,0,7,1979,0,2090,12375,"2015","01"
"3051",3050,2015-02-26,517000,1,1180,0,7,1950,0,1580,8976,"2015","02"
"3052",3051,2015-02-26,615000,1.75,2660,0,8,1951,0,1950,6240,"2015","02"
"3053",3052,2014-08-28,439000,1.75,1250,0,7,1965,0,1460,7210,"2014","08"
"3054",3053,2014-07-24,716000,2.5,2270,0,10,1988,0,2580,8132,"2014","07"
"3055",3054,2014-10-28,308000,1,1080,2,7,1942,1968,2100,6875,"2014","10"
"3056",3055,2014-06-10,8e+05,2.25,1620,0,8,1926,0,1210,4320,"2014","06"
"3057",3056,2015-05-05,575000,2,940,0,7,1941,0,1420,5000,"2015","05"
"3058",3057,2014-07-01,219950,1.5,1620,0,7,1967,0,1610,10640,"2014","07"
"3059",3058,2014-05-22,770000,2.5,2350,0,8,1987,0,2460,8001,"2014","05"
"3060",3059,2014-12-30,424950,1.75,2090,0,7,1967,0,1510,7416,"2014","12"
"3061",3060,2015-01-08,387000,2.25,1760,0,7,1984,0,1910,51773,"2015","01"
"3062",3061,2014-06-20,790000,1.75,2050,3,8,1974,0,2440,10920,"2014","06"
"3063",3062,2015-01-28,156000,1,600,0,5,1933,0,1290,6973,"2015","01"
"3064",3063,2014-05-05,580000,1,2540,0,8,1942,0,2160,6000,"2014","05"
"3065",3064,2014-09-19,490000,2.25,2090,0,8,1970,0,1800,17788,"2014","09"
"3066",3065,2014-07-16,950000,3.25,2700,2,9,1926,2014,1940,4000,"2014","07"
"3067",3066,2015-02-13,4e+05,2.5,1410,0,8,2008,0,1410,2550,"2015","02"
"3068",3067,2015-05-13,325000,2.5,1170,0,8,2008,0,1350,1407,"2015","05"
"3069",3068,2014-09-29,365000,2.5,2540,0,9,2002,0,2810,6776,"2014","09"
"3070",3069,2015-04-07,255000,1.75,2190,0,7,1920,0,1610,6000,"2015","04"
"3071",3070,2015-03-23,985000,3.5,3890,1,9,1984,0,3080,13261,"2015","03"
"3072",3071,2015-04-23,595000,2.5,2030,0,7,1967,0,1610,9134,"2015","04"
"3073",3072,2014-07-16,427500,1,1350,0,7,1944,0,1350,7085,"2014","07"
"3074",3073,2014-10-16,728000,1.5,1940,0,8,1915,0,1940,4000,"2014","10"
"3075",3074,2014-09-10,549950,1,1260,0,7,1940,0,1780,4000,"2014","09"
"3076",3075,2014-12-08,650000,2,2800,0,7,1954,0,2260,6534,"2014","12"
"3077",3076,2015-03-20,1125000,3.25,3080,2,9,1968,0,2810,10720,"2015","03"
"3078",3077,2015-05-04,203000,1,840,0,6,1969,0,920,4680,"2015","05"
"3079",3078,2014-08-07,311000,1,860,0,6,1903,0,1380,4400,"2014","08"
"3080",3079,2015-04-28,387500,2,2400,0,6,1932,2005,1290,9800,"2015","04"
"3081",3080,2015-03-18,370000,2,1640,0,7,1963,0,1500,9000,"2015","03"
"3082",3081,2014-07-24,228000,1,1060,0,6,1951,0,1550,9150,"2014","07"
"3083",3082,2014-05-28,740000,1.75,2080,0,7,1923,0,1310,4800,"2014","05"
"3084",3083,2014-07-10,2e+05,2,2090,0,7,1974,0,1550,7980,"2014","07"
"3085",3084,2014-07-09,660000,1,1240,0,7,1927,0,1650,3360,"2014","07"
"3086",3085,2014-07-09,275000,2,2030,0,7,1944,0,1190,7007,"2014","07"
"3087",3086,2015-04-29,708000,1,1120,0,7,1938,0,1510,5250,"2015","04"
"3088",3087,2014-05-19,280000,2.5,1270,0,8,1993,0,1270,11700,"2014","05"
"3089",3088,2015-01-06,325000,2.5,2260,0,8,2002,0,2450,6381,"2015","01"
"3090",3089,2014-08-20,495000,2.5,1780,0,7,1995,0,1890,51836,"2014","08"
"3091",3090,2014-09-22,691000,2,1780,0,7,1922,0,1690,3810,"2014","09"
"3092",3091,2014-07-02,2288000,2.5,4080,2,11,1983,0,4080,19991,"2014","07"
"3093",3092,2015-04-28,329500,2.5,2120,0,7,1979,0,2330,16016,"2015","04"
"3094",3093,2014-08-05,348000,2.5,2060,0,9,1989,0,2480,7743,"2014","08"
"3095",3094,2014-11-14,425000,1,1670,0,7,1947,0,1670,7272,"2014","11"
"3096",3095,2014-05-19,210000,1,1080,0,6,1942,0,1380,7620,"2014","05"
"3097",3096,2014-12-20,285000,1,1210,0,6,1951,0,1100,6000,"2014","12"
"3098",3097,2015-04-30,222000,1,990,0,6,1966,0,1120,8625,"2015","04"
"3099",3098,2014-05-27,2e+05,2.5,1720,0,7,1961,0,1520,9400,"2014","05"
"3100",3099,2014-10-02,247500,2,1530,0,7,1995,0,1750,8749,"2014","10"
"3101",3100,2014-08-20,1500000,5.5,6550,0,11,2006,0,4110,50378,"2014","08"
"3102",3101,2014-11-20,190000,1.75,1100,0,6,1942,0,1350,9452,"2014","11"
"3103",3102,2014-12-15,975000,2.5,3020,0,9,1921,0,2300,5450,"2014","12"
"3104",3103,2014-12-23,1130000,3,3180,0,9,1925,0,2720,5980,"2014","12"
"3105",3104,2015-05-04,283200,1.75,1830,0,8,1958,0,2020,12540,"2015","05"
"3106",3105,2014-07-14,650000,2.5,2540,0,8,1937,0,2110,7702,"2014","07"
"3107",3106,2014-05-13,449500,2,1770,0,7,1954,0,2010,4361,"2014","05"
"3108",3107,2014-10-22,4e+05,1.75,1470,0,7,1987,0,1790,7379,"2014","10"
"3109",3108,2015-02-19,89950,1,570,0,5,1942,0,890,5100,"2015","02"
"3110",3109,2014-11-24,158800,1,960,0,6,1950,0,1110,8231,"2014","11"
"3111",3110,2014-09-17,870000,3,2940,1,9,2011,0,2240,7950,"2014","09"
"3112",3111,2015-03-06,196000,1.5,1000,0,6,1989,0,1610,17420,"2015","03"
"3113",3112,2014-07-31,850000,1.75,2450,0,8,1940,0,2280,5779,"2014","07"
"3114",3113,2014-09-23,775000,2.5,3310,0,9,2005,0,3010,5176,"2014","09"
"3115",3114,2014-08-01,483500,2.5,1670,0,8,2001,0,1670,2897,"2014","08"
"3116",3115,2015-04-02,387000,1.5,1620,0,7,1990,0,1600,21679,"2015","04"
"3117",3116,2015-01-24,9e+05,3,2990,0,10,1951,2003,1750,15802,"2015","01"
"3118",3117,2015-04-07,336000,1.5,1240,2,7,1964,0,1050,5000,"2015","04"
"3119",3118,2015-04-17,415000,1,670,0,6,1949,0,1240,5040,"2015","04"
"3120",3119,2015-02-05,380000,0,1470,2,8,2006,0,1470,1399,"2015","02"
"3121",3120,2014-08-11,350000,1.5,1320,0,6,1909,0,1350,4400,"2014","08"
"3122",3121,2014-11-17,1320000,5.25,6110,0,11,2005,0,4190,10762,"2014","11"
"3123",3122,2014-08-06,765000,1.75,2440,3,8,1945,0,2530,5800,"2014","08"
"3124",3123,2014-10-20,527000,2.5,2900,0,8,2013,0,2900,6736,"2014","10"
"3125",3124,2014-07-18,524000,2.75,2310,0,8,1908,0,1100,5000,"2014","07"
"3126",3125,2014-07-15,448000,1,1110,0,6,1937,0,1300,5413,"2014","07"
"3127",3126,2014-07-07,775000,3.25,4100,0,9,1981,0,3770,87821,"2014","07"
"3128",3127,2015-01-16,176500,1,930,0,5,1910,0,930,7200,"2015","01"
"3129",3128,2015-04-16,750000,2.25,2420,2,8,1952,0,2210,8497,"2015","04"
"3130",3129,2014-12-02,1265000,2.25,2870,0,8,1951,0,2370,5500,"2014","12"
"3131",3130,2015-02-26,250000,1,1480,0,7,1958,0,1480,7594,"2015","02"
"3132",3131,2014-10-28,759000,2.75,1960,2,8,1900,0,2440,5870,"2014","10"
"3133",3132,2014-12-11,640000,2,1470,0,7,1926,0,1700,5000,"2014","12"
"3134",3133,2015-04-27,990000,3.25,2460,0,8,1910,0,2370,4284,"2015","04"
"3135",3134,2014-10-08,395000,1.75,1960,0,7,1946,0,1290,7945,"2014","10"
"3136",3135,2015-04-21,275000,1.5,1160,0,7,2006,0,1160,1086,"2015","04"
"3137",3136,2015-02-05,390000,2.5,1910,0,8,1997,0,2460,6099,"2015","02"
"3138",3137,2015-03-24,752500,2.75,2720,0,8,1913,0,1670,4800,"2015","03"
"3139",3138,2015-02-27,450000,1,1020,0,6,1906,0,1490,5000,"2015","02"
"3140",3139,2014-06-17,473000,1,900,0,7,1909,0,1400,5100,"2014","06"
"3141",3140,2015-03-23,178500,1.75,1120,0,7,1973,0,1250,10414,"2015","03"
"3142",3141,2014-06-04,485000,2.5,2340,0,8,1985,0,2700,37263,"2014","06"
"3143",3142,2015-03-27,215000,1.5,1410,0,7,1982,0,1440,7361,"2015","03"
"3144",3143,2014-08-12,589000,1.75,1920,0,7,1919,0,1840,4862,"2014","08"
"3145",3144,2015-04-17,325000,1.75,1370,0,6,1918,0,1650,11592,"2015","04"
"3146",3145,2014-08-20,580000,2.5,1590,0,8,2004,0,1620,2022,"2014","08"
"3147",3146,2014-07-16,181100,1.75,1850,0,7,1954,0,1460,7500,"2014","07"
"3148",3147,2015-02-24,345000,2,1430,0,7,1908,0,1540,5000,"2015","02"
"3149",3148,2015-03-30,781000,1.75,1940,0,8,1960,0,2250,9165,"2015","03"
"3150",3149,2014-10-23,402500,1,1270,0,7,1903,0,1420,4848,"2014","10"
"3151",3150,2015-04-20,426000,1.5,1380,0,7,1948,0,1220,7200,"2015","04"
"3152",3151,2014-09-05,389000,2.5,1720,0,7,2005,0,2220,4618,"2014","09"
"3153",3152,2014-07-07,670000,3,4050,0,8,1970,0,3660,42874,"2014","07"
"3154",3153,2014-05-21,1506000,3.25,3660,0,10,1909,1995,3240,5800,"2014","05"
"3155",3154,2014-05-21,288400,2.25,1870,0,7,1997,0,1620,3363,"2014","05"
"3156",3155,2015-02-19,7e+05,2,2230,0,7,1908,0,1520,4635,"2015","02"
"3157",3156,2015-03-31,830000,3,2020,0,8,1968,2015,1400,6000,"2015","03"
"3158",3157,2014-09-11,1899000,2.75,3690,4,12,1989,0,2310,26988,"2014","09"
"3159",3158,2014-10-09,350500,1,1450,0,7,1967,0,1240,6380,"2014","10"
"3160",3159,2015-05-03,431000,1.75,1630,0,7,1956,0,1600,11120,"2015","05"
"3161",3160,2014-10-31,485000,2.5,1840,1,8,1958,0,1970,7920,"2014","10"
"3162",3161,2014-10-10,780000,1.5,1620,2,8,1949,0,2440,7800,"2014","10"
"3163",3162,2014-08-01,720000,1.5,1840,2,8,1957,0,1880,7560,"2014","08"
"3164",3163,2015-02-20,415000,1,1360,0,7,1971,0,2040,50965,"2015","02"
"3165",3164,2014-06-20,480000,1,2080,0,7,1941,0,1280,4000,"2014","06"
"3166",3165,2014-09-16,452250,2.25,2550,0,7,1979,0,2440,10000,"2014","09"
"3167",3166,2015-04-06,316000,2.5,2550,0,8,1985,0,1840,8823,"2015","04"
"3168",3167,2014-10-10,7e+05,1,1160,4,6,1945,0,1510,13122,"2014","10"
"3169",3168,2014-07-29,285000,2,1760,1,7,1925,2004,1510,5500,"2014","07"
"3170",3169,2014-09-18,575000,1.75,1720,0,7,1906,0,1720,4410,"2014","09"
"3171",3170,2014-07-22,590000,2.25,2300,2,8,1960,0,2500,12430,"2014","07"
"3172",3171,2015-02-26,587500,1.75,2500,2,8,1956,0,2170,15026,"2015","02"
"3173",3172,2014-09-22,364000,2.25,1750,0,8,1968,0,1750,10127,"2014","09"
"3174",3173,2014-12-17,490000,2.5,1890,0,8,1986,0,2080,9794,"2014","12"
"3175",3174,2014-05-05,410000,2.25,1800,0,8,1978,0,2730,36404,"2014","05"
"3176",3175,2014-10-28,520000,2.5,2160,0,9,1999,0,2160,3968,"2014","10"
"3177",3176,2014-10-08,389000,1,1380,0,7,1947,0,1610,6594,"2014","10"
"3178",3177,2014-11-18,450000,1,1180,0,7,1910,0,1600,6000,"2014","11"
"3179",3178,2014-12-05,325000,2.5,2550,0,7,2006,0,2550,4240,"2014","12"
"3180",3179,2015-03-13,660000,1,1070,0,7,1924,0,1400,4000,"2015","03"
"3181",3180,2014-06-20,850000,2.25,2870,0,10,1995,0,1310,8170,"2014","06"
"3182",3181,2014-08-06,285000,2.5,1940,0,7,1990,0,1860,8875,"2014","08"
"3183",3182,2014-12-11,395000,1,870,0,7,1923,0,1570,1777,"2014","12"
"3184",3183,2014-07-17,440000,2,1550,0,7,1996,0,1550,3446,"2014","07"
"3185",3184,2015-03-13,249000,1.75,1400,0,6,1917,0,2320,9420,"2015","03"
"3186",3185,2015-02-27,635000,1.75,1210,0,8,1930,0,2020,3750,"2015","02"
"3187",3186,2014-08-11,515000,2.5,3430,0,9,2001,0,2460,36256,"2014","08"
"3188",3187,2015-01-30,1400000,3.25,3020,0,9,1954,0,3020,7700,"2015","01"
"3189",3188,2015-03-04,2e+05,1,950,0,6,1955,0,1620,7630,"2015","03"
"3190",3189,2014-05-06,1135000,2.75,3370,3,9,1970,2014,2120,6360,"2014","05"
"3191",3190,2014-11-17,445000,1,1460,2,6,1946,0,1560,4600,"2014","11"
"3192",3191,2014-07-07,555000,1.5,1740,0,7,1920,0,1660,3750,"2014","07"
"3193",3192,2014-09-24,537000,2,1720,0,7,1950,0,1280,6413,"2014","09"
"3194",3193,2015-01-27,315000,1.75,1480,0,7,1968,0,1480,7500,"2015","01"
"3195",3194,2015-01-29,805000,2.5,3320,0,9,2000,0,3060,10269,"2015","01"
"3196",3195,2014-08-26,414000,2.5,3490,0,8,1969,0,2540,8400,"2014","08"
"3197",3196,2014-08-15,375000,1.5,1160,0,7,2002,0,1458,2351,"2014","08"
"3198",3197,2015-03-04,401000,1.75,3010,0,8,1952,0,2040,7560,"2015","03"
"3199",3198,2015-01-28,210000,1,1030,0,7,1967,0,1730,8023,"2015","01"
"3200",3199,2014-07-22,365000,1,980,0,7,1939,0,1430,5110,"2014","07"
"3201",3200,2015-02-24,178000,1.5,1990,0,7,1960,0,1860,8658,"2015","02"
"3202",3201,2014-05-20,710000,1,1790,0,7,1923,0,1310,4000,"2014","05"
"3203",3202,2014-05-09,255000,1,810,0,6,1928,0,1440,7980,"2014","05"
"3204",3203,2014-12-04,528000,2.25,2940,0,8,1977,0,2620,38300,"2014","12"
"3205",3204,2015-04-07,537000,4.25,4883,3,10,2006,0,3736,9870,"2015","04"
"3206",3205,2014-08-04,442000,1.5,1360,0,7,1955,0,1520,6110,"2014","08"
"3207",3206,2015-04-14,375000,1.75,1370,0,7,1978,2006,1430,17550,"2015","04"
"3208",3207,2014-11-21,637250,2.5,2120,0,9,2005,0,2120,3547,"2014","11"
"3209",3208,2015-03-30,427500,1.75,1240,0,7,1942,0,1640,7200,"2015","03"
"3210",3209,2015-03-31,7e+05,2.5,2770,0,8,2004,0,2650,89298,"2015","03"
"3211",3210,2015-03-19,680000,1.75,1660,0,7,1909,0,2060,5560,"2015","03"
"3212",3211,2014-08-28,393820,2,1170,0,7,1941,0,1360,6798,"2014","08"
"3213",3212,2014-08-20,525000,2.75,2470,0,7,1940,0,1500,6000,"2014","08"
"3214",3213,2015-01-15,505000,1.75,1310,0,7,1929,0,1510,3816,"2015","01"
"3215",3214,2014-11-11,555565,2,1670,1,7,1959,0,2210,11337,"2014","11"
"3216",3215,2014-10-29,650000,1.75,1660,0,7,1942,0,3110,11853,"2014","10"
"3217",3216,2014-09-17,632500,3.25,3500,0,8,2005,0,2820,6317,"2014","09"
"3218",3217,2014-07-24,269000,2.5,1440,0,7,2005,0,1890,3819,"2014","07"
"3219",3218,2014-11-25,405000,2.75,2360,0,7,1978,0,2160,8794,"2014","11"
"3220",3219,2014-07-24,845000,3.5,3460,0,10,1986,0,3350,14825,"2014","07"
"3221",3220,2014-07-25,234000,1,1750,0,7,1961,0,1400,9600,"2014","07"
"3222",3221,2015-04-22,638000,1.75,1470,0,7,1946,0,1480,5400,"2015","04"
"3223",3222,2014-08-04,290000,1.75,1710,0,7,1967,0,1180,10950,"2014","08"
"3224",3223,2015-02-25,262000,0.75,520,0,3,1920,0,1340,12233,"2015","02"
"3225",3224,2015-02-18,270000,2.5,2350,0,8,2003,0,3010,5772,"2015","02"
"3226",3225,2014-11-18,875000,2.25,2380,0,9,1948,0,1780,4559,"2014","11"
"3227",3226,2014-07-17,299000,2.25,1920,0,8,1982,0,2170,7210,"2014","07"
"3228",3227,2015-03-03,551000,1,1580,0,7,1947,0,1580,6000,"2015","03"
"3229",3228,2014-09-16,350000,2.75,3070,1,7,1950,1986,2570,18983,"2014","09"
"3230",3229,2014-06-04,1901000,2.5,2660,2,10,1992,0,2660,13367,"2014","06"
"3231",3230,2014-10-27,511718,1.75,1700,0,6,1915,0,1690,5000,"2014","10"
"3232",3231,2014-10-10,965000,3.25,5010,0,9,1978,0,3140,54014,"2014","10"
"3233",3232,2014-12-16,475000,2.25,2680,0,7,1999,0,2460,4645,"2014","12"
"3234",3233,2015-04-15,1062000,2.75,2720,2,8,1928,0,1600,4000,"2015","04"
"3235",3234,2014-07-15,252000,1,940,0,6,1926,0,1370,34820,"2014","07"
"3236",3235,2015-03-17,580000,2.5,3596,0,8,1964,0,1894,10500,"2015","03"
"3237",3236,2014-10-20,374950,2.25,1240,0,8,2008,0,1260,1111,"2014","10"
"3238",3237,2014-12-16,739000,4,4660,2,9,1979,0,3380,9900,"2014","12"
"3239",3238,2014-12-17,271000,1.75,1710,0,7,1975,0,1730,7200,"2014","12"
"3240",3239,2014-06-13,230000,1,930,0,6,1986,0,1370,10176,"2014","06"
"3241",3240,2015-04-27,210000,2.25,1430,0,7,1984,0,1430,6364,"2015","04"
"3242",3241,2015-02-24,350000,2.75,1650,0,7,1988,0,1320,7620,"2015","02"
"3243",3242,2015-05-06,491500,2.25,1560,0,7,1968,0,2190,4612,"2015","05"
"3244",3243,2014-09-09,325000,2.5,1870,0,7,1994,0,1380,11475,"2014","09"
"3245",3244,2014-10-06,190000,2,1320,0,7,1987,0,1420,7500,"2014","10"
"3246",3245,2015-05-04,658600,2,1400,0,7,1945,0,1400,4690,"2015","05"
"3247",3246,2015-03-27,299950,1.5,1940,0,7,1958,0,2000,8319,"2015","03"
"3248",3247,2015-03-30,464000,2,2000,0,6,1931,0,1330,4000,"2015","03"
"3249",3248,2014-06-25,308000,1,1640,0,6,1942,0,1500,9065,"2014","06"
"3250",3249,2015-01-29,625000,1,1020,0,6,1919,0,1870,5500,"2015","01"
"3251",3250,2015-02-05,240000,1.75,1630,0,7,1977,0,1280,9100,"2015","02"
"3252",3251,2015-05-04,530000,2.5,2940,0,9,1995,0,2890,35089,"2015","05"
"3253",3252,2014-10-20,1e+06,4.5,2120,4,8,1939,1963,2870,8944,"2014","10"
"3254",3253,2014-09-25,439000,1,790,0,7,1918,0,1580,2566,"2014","09"
"3255",3254,2015-05-11,575000,1.75,2020,0,6,1948,0,1440,4158,"2015","05"
"3256",3255,2014-10-21,418000,1.75,1530,0,7,1959,0,1580,7238,"2014","10"
"3257",3256,2015-04-28,1208000,3.75,3250,0,9,1930,1989,2340,15234,"2015","04"
"3258",3257,2014-06-03,1100000,3.75,2930,0,9,1925,0,1900,4320,"2014","06"
"3259",3258,2015-04-15,1900000,3.75,3150,0,10,2007,0,2510,8550,"2015","04"
"3260",3259,2014-11-26,580000,2.5,2180,0,9,1985,0,2630,40000,"2014","11"
"3261",3260,2015-03-11,380000,1,1040,0,7,1939,0,1930,5150,"2015","03"
"3262",3261,2014-07-23,256000,1,880,0,5,1924,0,980,4838,"2014","07"
"3263",3262,2014-05-15,349950,1,1400,0,8,1957,0,1400,7320,"2014","05"
"3264",3263,2014-07-01,691500,2.5,2600,0,7,1962,2002,1790,6175,"2014","07"
"3265",3264,2014-10-31,556000,1.75,1590,0,7,1908,0,1420,3800,"2014","10"
"3266",3265,2014-11-20,218000,2.25,1610,0,8,1968,0,2170,8505,"2014","11"
"3267",3266,2014-12-05,425000,2,1390,0,7,1908,0,1900,5460,"2014","12"
"3268",3267,2014-08-22,935000,3.25,3710,0,10,1998,0,1680,25865,"2014","08"
"3269",3268,2014-10-07,732000,1.75,2360,0,9,1974,0,2290,11951,"2014","10"
"3270",3269,2015-01-27,805500,1,1440,0,7,1952,0,2080,10327,"2015","01"
"3271",3270,2015-02-04,507250,1.75,1400,2,6,1915,0,1500,5175,"2015","02"
"3272",3271,2014-12-02,8e+05,2.5,4600,0,10,1990,0,4600,67369,"2014","12"
"3273",3272,2014-09-03,6e+05,2.25,2100,1,8,1979,0,2420,18135,"2014","09"
"3274",3273,2015-03-17,627800,1.75,2010,0,9,1982,0,2200,11144,"2015","03"
"3275",3274,2014-06-24,660000,2.25,2550,0,7,1902,0,2010,4000,"2014","06"
"3276",3275,2014-10-09,153503,2.5,1240,0,7,1986,0,1400,3721,"2014","10"
"3277",3276,2015-01-20,456500,2.25,2090,0,7,1975,0,1960,7713,"2015","01"
"3278",3277,2014-08-01,1306000,2.5,2770,0,9,2002,0,2070,8100,"2014","08"
"3279",3278,2014-12-07,843500,2.5,3560,0,11,1997,0,3290,11506,"2014","12"
"3280",3279,2014-08-18,625000,1,1240,0,7,1925,0,2060,4080,"2014","08"
"3281",3280,2014-06-11,527000,1.75,1640,0,7,1921,0,1980,4080,"2014","06"
"3282",3281,2015-02-26,1965000,3.75,3940,3,9,1951,0,2370,13320,"2015","02"
"3283",3282,2015-03-26,1003000,2.5,3150,0,9,1969,0,3600,48787,"2015","03"
"3284",3283,2015-02-25,855000,3,2550,0,8,1908,2013,1590,4505,"2015","02"
"3285",3284,2014-06-20,725000,3.25,3940,3,9,2000,0,3420,29170,"2014","06"
"3286",3285,2014-10-15,315000,1,580,0,6,2000,0,1360,7560,"2014","10"
"3287",3286,2014-09-24,180000,1.75,1330,0,7,1978,0,1330,14374,"2014","09"
"3288",3287,2015-03-13,7e+05,1,930,3,7,1926,2013,1760,5228,"2015","03"
"3289",3288,2014-08-11,476500,1,1060,0,7,1962,1997,2010,8901,"2014","08"
"3290",3289,2014-06-03,193000,1.5,1180,0,7,1960,0,1460,8942,"2014","06"
"3291",3290,2014-08-19,295000,2.5,1850,0,7,1990,0,1850,6417,"2014","08"
"3292",3291,2014-07-31,363000,1,820,0,6,1925,0,1320,4880,"2014","07"
"3293",3292,2015-01-29,875000,2.5,3600,0,11,1990,0,3410,19864,"2015","01"
"3294",3293,2014-05-14,257200,2,1850,0,7,1952,0,1580,7153,"2014","05"
"3295",3294,2014-09-29,555000,2,2240,0,8,1968,0,2200,12500,"2014","09"
"3296",3295,2014-06-24,380000,2.25,1860,0,7,1963,0,1110,11586,"2014","06"
"3297",3296,2014-07-25,282000,2.75,2390,0,7,1989,0,1980,6735,"2014","07"
"3298",3297,2014-06-06,545000,2.5,2040,0,7,1990,0,1380,5986,"2014","06"
"3299",3298,2014-06-06,550000,1.5,1900,0,7,1926,0,2090,5000,"2014","06"
"3300",3299,2015-03-13,921500,1.5,1900,0,7,1926,0,2090,5000,"2015","03"
"3301",3300,2015-05-12,885000,1.5,2200,0,7,1904,0,2440,4640,"2015","05"
"3302",3301,2014-05-29,820000,2.25,2280,2,8,1940,1984,1720,5336,"2014","05"
"3303",3302,2014-05-13,289000,1,1090,0,6,1981,0,1090,5800,"2014","05"
"3304",3303,2015-02-13,334000,1,670,0,7,1942,2011,1170,5750,"2015","02"
"3305",3304,2014-10-28,206000,1,1050,0,5,1906,0,970,7500,"2014","10"
"3306",3305,2014-06-30,491950,2.25,2090,0,7,1958,0,1740,8100,"2014","06"
"3307",3306,2014-11-13,430000,2.5,2030,0,8,2003,0,1360,10782,"2014","11"
"3308",3307,2014-07-18,208000,2,1250,0,7,1980,0,1540,7650,"2014","07"
"3309",3308,2014-07-08,245000,2.25,2600,0,8,1978,0,2110,6700,"2014","07"
"3310",3309,2015-03-18,426000,1,640,0,6,1918,0,1460,4200,"2015","03"
"3311",3310,2014-08-01,4e+05,2.5,2120,0,7,2006,0,2250,4696,"2014","08"
"3312",3311,2015-04-14,553000,1,1330,0,7,1942,0,1500,5100,"2015","04"
"3313",3312,2015-03-31,296000,1,750,0,5,1948,0,1450,4400,"2015","03"
"3314",3313,2015-02-17,428000,2.5,2230,0,8,1977,0,2400,33120,"2015","02"
"3315",3314,2014-05-06,325000,2.5,1890,0,7,1980,0,1590,6954,"2014","05"
"3316",3315,2014-07-21,294000,1,820,0,6,1952,0,1580,10169,"2014","07"
"3317",3316,2015-03-19,410000,1.75,1880,0,7,1977,0,1970,8523,"2015","03"
"3318",3317,2014-06-03,590000,4.25,2360,0,8,1939,1987,2037,35733,"2014","06"
"3319",3318,2014-11-20,445000,2.25,1850,0,7,1985,0,1650,4468,"2014","11"
"3320",3319,2015-03-25,921000,2.5,2310,4,8,1928,0,2530,5960,"2015","03"
"3321",3320,2015-03-04,496000,1.5,2520,0,8,1955,0,1470,33750,"2015","03"
"3322",3321,2014-12-12,95000,1,800,0,7,1947,0,1490,8550,"2014","12"
"3323",3322,2014-09-25,359000,1.75,1580,0,6,1945,0,1180,6396,"2014","09"
"3324",3323,2014-05-02,452500,2.5,2430,0,7,1985,0,1560,56827,"2014","05"
"3325",3324,2014-12-02,555000,1.75,2350,0,7,1946,0,1800,6150,"2014","12"
"3326",3325,2014-09-24,549900,3,3800,0,9,1984,0,2580,35775,"2014","09"
"3327",3326,2014-06-10,569000,3,3670,0,8,1952,0,2720,13865,"2014","06"
